"X","participant_id","option1","option2","option3","best_response","worst_response","best_rt","worst_rt","best","worst","run_id","section"
158,"sbj_blind_1","piatto, appuntamento","fiammifero, coccodrillo","fiammifero, timone",2,3,3140,897,"fiammifero, coccodrillo","fiammifero, timone",2,"section 2"
159,"sbj_blind_1","cucchiaio, agenda","candela, leone","spinaci, equilatero",2,1,2847,376,"candela, leone","cucchiaio, agenda",2,"section 2"
160,"sbj_blind_1","fiammifero, caramella","portafoglio, spinaci","coperta, equilatero",2,3,1969,805,"portafoglio, spinaci","coperta, equilatero",2,"section 2"
161,"sbj_blind_1","candela, sega","portafoglio, bidet","stuzzicadenti, pomodoro",2,3,1719,1325,"portafoglio, bidet","stuzzicadenti, pomodoro",2,"section 2"
162,"sbj_blind_1","gessetto, sole","mais, equilatero","verde, cavolo",3,2,3174,863,"verde, cavolo","mais, equilatero",2,"section 2"
163,"sbj_blind_1","candela, autostrada","viola, mais","cuscino, sega",2,3,2356,571,"viola, mais","cuscino, sega",2,"section 2"
164,"sbj_blind_1","piatto, autostrada","portafoglio, limone","penna, agenda",3,2,1954,1083,"penna, agenda","portafoglio, limone",2,"section 2"
165,"sbj_blind_1","giallo, ciliegio","braccialetto, portafoglio","gessetto, portafoglio",1,3,2534,573,"giallo, ciliegio","gessetto, portafoglio",2,"section 2"
166,"sbj_blind_1","﻿anello, stuzzicadenti","viola, caramella","autorità, cassettiera",3,1,909,371,"autorità, cassettiera","﻿anello, stuzzicadenti",2,"section 2"
167,"sbj_blind_1","fiammifero, equilibrio","braccialetto, spinaci","stuzzicadenti, viola",3,2,2656,1281,"stuzzicadenti, viola","braccialetto, spinaci",2,"section 2"
168,"sbj_blind_1","rosa, spremiagrumi","spinaci, agenda","cucchiaio, fiammifero",1,3,1942,378,"rosa, spremiagrumi","cucchiaio, fiammifero",2,"section 2"
169,"sbj_blind_1","cucchiaio, spremiagrumi","rana, coccodrillo","bersaglio, cassettiera",1,3,1463,335,"cucchiaio, spremiagrumi","bersaglio, cassettiera",2,"section 2"
170,"sbj_blind_1","giallo, pidocchio","rosa, panchina","lattuga, sega",2,3,1853,1245,"rosa, panchina","lattuga, sega",2,"section 2"
171,"sbj_blind_1","coccodrillo, caramella","stuzzicadenti, spremiagrumi","posacenere, mappa",1,3,2359,323,"coccodrillo, caramella","posacenere, mappa",2,"section 2"
172,"sbj_blind_1","posacenere, bersaglio","braccialetto, equilatero","sole, panchina",3,1,1857,608,"sole, panchina","posacenere, bersaglio",2,"section 2"
173,"sbj_blind_1","gessetto, rosa","penna, piatto","coccodrillo, eccentrico",2,3,1690,1587,"penna, piatto","coccodrillo, eccentrico",2,"section 2"
174,"sbj_blind_1","diario, ciliegio","spinaci, lanterna","pomodoro, damigiana",3,2,2086,1426,"pomodoro, damigiana","spinaci, lanterna",2,"section 2"
175,"sbj_blind_1","blu, limone","posacenere, eccentrico","lavagna, pidocchio",2,3,2310,1080,"posacenere, eccentrico","lavagna, pidocchio",2,"section 2"
176,"sbj_blind_1","coperta, cassettiera","spinaci, bidet","cuscino, rana",1,3,1894,683,"coperta, cassettiera","cuscino, rana",2,"section 2"
177,"sbj_blind_1","cavolo, satellite","﻿anello, agenda","penna, mais",2,3,2081,1155,"﻿anello, agenda","penna, mais",2,"section 2"
178,"sbj_blind_1","verde, cipolla","cavolo, equilibrio","caramella, pidocchio",1,3,2781,842,"verde, cipolla","caramella, pidocchio",2,"section 2"
179,"sbj_blind_1","blu, rosa","verde, appuntamento","forchetta, menta",1,2,1757,1320,"blu, rosa","verde, appuntamento",2,"section 2"
180,"sbj_blind_1","mais, bidet","mappa, equilibrio","candela, diario",2,3,2535,1023,"mappa, equilibrio","candela, diario",2,"section 2"
181,"sbj_blind_1","ciotola, rosa","cuscino, forchetta","spremiagrumi, cipolla",1,2,2187,1268,"ciotola, rosa","cuscino, forchetta",2,"section 2"
182,"sbj_blind_1","blu, damigiana","﻿anello, piatto","candela, soglia",1,3,2472,987,"blu, damigiana","candela, soglia",2,"section 2"
183,"sbj_blind_1","candela, gessetto","piatto, stuzzicadenti","coccodrillo, leone",3,1,1802,1462,"coccodrillo, leone","candela, gessetto",2,"section 2"
184,"sbj_blind_1","pidocchio, damigiana","limone, lattuga","cuscino, posacenere",2,3,1502,603,"limone, lattuga","cuscino, posacenere",2,"section 2"
185,"sbj_blind_1","stuzzicadenti, crostino","cucchiaio, pidocchio","coperta, ciliegio",1,3,1942,1127,"stuzzicadenti, crostino","coperta, ciliegio",2,"section 2"
186,"sbj_blind_1","candela, lavagna","cucchiaio, piatto","cuscino, portafoglio",2,1,2029,818,"cucchiaio, piatto","candela, lavagna",2,"section 2"
187,"sbj_blind_1","sega, mappa","succo, sole","coccodrillo, cassettiera",2,1,2840,2117,"succo, sole","sega, mappa",2,"section 2"
188,"sbj_blind_1","verde, soglia","damigiana, equilibrio","verde, libreria",3,2,1663,1574,"verde, libreria","damigiana, equilibrio",2,"section 2"
189,"sbj_blind_1","cipolla, libreria","succo, spinaci","lavagna, autorità",2,3,2138,1273,"succo, spinaci","lavagna, autorità",2,"section 2"
190,"sbj_blind_1","verde, equilatero","verde, blu","lattuga, agenda",2,3,1371,699,"verde, blu","lattuga, agenda",2,"section 2"
191,"sbj_blind_1","penna, pomodoro","giallo, limone","sole, autorità",2,3,1795,743,"giallo, limone","sole, autorità",2,"section 2"
192,"sbj_blind_1","gessetto, agenda","cuscino, equilibrio","ciotola, autostrada",1,3,501,376,"gessetto, agenda","ciotola, autostrada",2,"section 2"
193,"sbj_blind_1","succo, caramella","coperta, libreria","eccentrico, libreria",1,3,2038,679,"succo, caramella","eccentrico, libreria",2,"section 2"
194,"sbj_blind_1","diario, cavolo","lattuga, equilatero","lavagna, coccodrillo",2,3,2706,581,"lattuga, equilatero","lavagna, coccodrillo",2,"section 2"
195,"sbj_blind_1","coperta, mappa","lavagna, posacenere","sole, agenda",2,1,2816,387,"lavagna, posacenere","coperta, mappa",2,"section 2"
196,"sbj_blind_1","spinaci, coccodrillo","coperta, panchina","gessetto, sega",1,3,2151,489,"spinaci, coccodrillo","gessetto, sega",2,"section 2"
197,"sbj_blind_1","timone, ciliegio","giallo, coccodrillo","coperta, limone",2,3,2493,726,"giallo, coccodrillo","coperta, limone",2,"section 2"
198,"sbj_blind_1","﻿anello, libreria","rosa, libreria","coccodrillo, posacenere",2,3,2077,745,"rosa, libreria","coccodrillo, posacenere",2,"section 2"
199,"sbj_blind_1","mais, cassettiera","lanterna, damigiana","spremiagrumi, autorità",1,3,2214,385,"mais, cassettiera","spremiagrumi, autorità",2,"section 2"
200,"sbj_blind_1","verde, spremiagrumi","verde, caramella","cuscino, cavolo",1,3,1162,869,"verde, spremiagrumi","cuscino, cavolo",2,"section 2"
201,"sbj_blind_1","timone, cipolla","ciotola, posacenere","giallo, sole",3,1,1488,668,"giallo, sole","timone, cipolla",2,"section 2"
202,"sbj_blind_1","mais, coccodrillo","candela, caramella","lavagna, piatto",1,3,1905,762,"mais, coccodrillo","lavagna, piatto",2,"section 2"
203,"sbj_blind_1","lavagna, leone","penna, cavolo","fiammifero, ciliegio",1,3,2228,549,"lavagna, leone","fiammifero, ciliegio",2,"section 2"
204,"sbj_blind_1","braccialetto, stuzzicadenti","fiammifero, lavagna","portafoglio, satellite",2,3,1725,386,"fiammifero, lavagna","portafoglio, satellite",2,"section 2"
205,"sbj_blind_1","caramella, cassettiera","candela, libreria","spinaci, equilibrio",2,1,2316,571,"candela, libreria","caramella, cassettiera",2,"section 2"
206,"sbj_blind_1","viola, sole","viola, lattuga","sole, equilibrio",2,3,1557,648,"viola, lattuga","sole, equilibrio",2,"section 2"
207,"sbj_blind_1","viola, menta","leone, documento","penna, appuntamento",3,2,1798,1152,"penna, appuntamento","leone, documento",2,"section 2"
208,"sbj_blind_1","menta, posacenere","﻿anello, braccialetto","lavagna, sega",2,3,1489,344,"﻿anello, braccialetto","lavagna, sega",2,"section 2"
209,"sbj_blind_1","bersaglio, appuntamento","rana, posacenere","stuzzicadenti, mais",2,3,2599,815,"rana, posacenere","stuzzicadenti, mais",2,"section 2"
210,"sbj_blind_1","forchetta, satellite","diario, mappa","blu, appuntamento",2,1,1644,331,"diario, mappa","forchetta, satellite",2,"section 2"
211,"sbj_blind_1","eccentrico, panchina","﻿anello, gessetto","rosa, spinaci",2,3,2507,481,"﻿anello, gessetto","rosa, spinaci",2,"section 2"
212,"sbj_blind_1","spinaci, rana","lattuga, libreria","posacenere, appuntamento",1,3,2349,414,"spinaci, rana","posacenere, appuntamento",2,"section 2"
213,"sbj_blind_1","piatto, viola","portafoglio, ciliegio","giallo, documento",1,3,1675,1589,"piatto, viola","giallo, documento",2,"section 2"
214,"sbj_blind_1","mappa, documento","viola, lanterna","cucchiaio, bersaglio",1,2,2462,510,"mappa, documento","viola, lanterna",2,"section 2"
215,"sbj_blind_1","equilibrio, documento","cuscino, penna","cuscino, crostino",2,1,2145,560,"cuscino, penna","equilibrio, documento",2,"section 2"
216,"sbj_blind_1","fiammifero, pomodoro","diario, coccodrillo","succo, sega",1,2,3702,1781,"fiammifero, pomodoro","diario, coccodrillo",2,"section 2"
217,"sbj_blind_1","viola, autostrada","blu, spinaci","spinaci, soglia",3,1,2163,710,"spinaci, soglia","viola, autostrada",2,"section 2"
218,"sbj_blind_1","mappa, autorità","panchina, pidocchio","﻿anello, lattuga",2,1,2566,369,"panchina, pidocchio","mappa, autorità",2,"section 2"
219,"sbj_blind_1","braccialetto, mais","ciotola, coccodrillo","﻿anello, viola",3,2,1683,1662,"﻿anello, viola","ciotola, coccodrillo",2,"section 2"
220,"sbj_blind_1","lattuga, pomodoro","cucchiaio, spinaci","agenda, autorità",1,3,1144,293,"lattuga, pomodoro","agenda, autorità",2,"section 2"
221,"sbj_blind_1","lavagna, bidet","cuscino, sole","fiammifero, cipolla",3,2,2886,1389,"fiammifero, cipolla","cuscino, sole",2,"section 2"
222,"sbj_blind_1","ciotola, sole","candela, documento","coperta, appuntamento",2,3,2195,691,"candela, documento","coperta, appuntamento",2,"section 2"
223,"sbj_blind_1","gessetto, blu","ciotola, sega","cucchiaio, cipolla",1,2,2031,386,"gessetto, blu","ciotola, sega",2,"section 2"
224,"sbj_blind_1","candela, menta","diario, pidocchio","sega, documento",1,3,2093,1092,"candela, menta","sega, documento",2,"section 2"
225,"sbj_blind_1","timone, libreria","portafoglio, cassettiera","pidocchio, appuntamento",1,3,2792,513,"timone, libreria","pidocchio, appuntamento",2,"section 2"
226,"sbj_blind_1","limone, bersaglio","cucchiaio, sega","succo, rana",3,1,2914,518,"succo, rana","limone, bersaglio",2,"section 2"
227,"sbj_blind_1","verde, posacenere","braccialetto, documento","forchetta, cavolo",3,1,1398,1301,"forchetta, cavolo","verde, posacenere",2,"section 2"
228,"sbj_blind_1","cuscino, mais","cavolo, libreria","fiammifero, menta",2,1,2431,364,"cavolo, libreria","cuscino, mais",2,"section 2"
229,"sbj_blind_1","cavolo, caramella","leone, mappa","﻿anello, mais",3,1,1905,421,"﻿anello, mais","cavolo, caramella",2,"section 2"
230,"sbj_blind_1","menta, eccentrico","blu, rana","portafoglio, menta",2,3,2282,565,"blu, rana","portafoglio, menta",2,"section 2"
231,"sbj_blind_1","piatto, succo","lavagna, cassettiera","piatto, lanterna",2,3,2616,850,"lavagna, cassettiera","piatto, lanterna",2,"section 2"
232,"sbj_blind_1","piatto, bidet","piatto, pomodoro","giallo, soglia",2,1,1225,291,"piatto, pomodoro","piatto, bidet",2,"section 2"
233,"sbj_blind_1","diario, cipolla","piatto, caramella","menta, rana",3,1,2747,855,"menta, rana","diario, cipolla",2,"section 2"
234,"sbj_blind_1","rosa, agenda","candela, coccodrillo","diario, leone",1,3,2388,1150,"rosa, agenda","diario, leone",2,"section 2"
235,"sbj_blind_1","stuzzicadenti, cipolla","bidet, cassettiera","ciotola, libreria",2,1,3559,526,"bidet, cassettiera","stuzzicadenti, cipolla",2,"section 2"
236,"sbj_blind_1","ciotola, caramella","forchetta, soglia","braccialetto, crostino",2,3,2165,248,"forchetta, soglia","braccialetto, crostino",2,"section 2"
237,"sbj_blind_1","rana, crostino","caramella, sega","verde, damigiana",1,3,1904,776,"rana, crostino","verde, damigiana",2,"section 2"
238,"sbj_blind_1","portafoglio, leone","lanterna, autostrada","fiammifero, autorità",2,3,2737,777,"lanterna, autostrada","fiammifero, autorità",3,"section 3"
239,"sbj_blind_1","spinaci, appuntamento","leone, panchina","spremiagrumi, cassettiera",2,1,2979,355,"leone, panchina","spinaci, appuntamento",3,"section 3"
240,"sbj_blind_1","stuzzicadenti, pidocchio","blu, cipolla","spremiagrumi, mappa",2,3,2608,525,"blu, cipolla","spremiagrumi, mappa",3,"section 3"
241,"sbj_blind_1","blu, coccodrillo","cucchiaio, caramella","leone, autostrada",2,3,2305,1018,"cucchiaio, caramella","leone, autostrada",3,"section 3"
242,"sbj_blind_1","candela, cuscino","posacenere, caramella","cavolo, spinaci",3,1,1922,1600,"cavolo, spinaci","candela, cuscino",3,"section 3"
243,"sbj_blind_1","caramella, mappa","coperta, lavagna","verde, cassettiera",3,2,1185,1055,"verde, cassettiera","coperta, lavagna",3,"section 3"
244,"sbj_blind_1","penna, lattuga","ciotola, bersaglio","limone, menta",3,1,2000,1738,"limone, menta","penna, lattuga",3,"section 3"
245,"sbj_blind_1","viola, cavolo","diario, posacenere","portafoglio, autostrada",1,3,810,465,"viola, cavolo","portafoglio, autostrada",3,"section 3"
246,"sbj_blind_1","sole, crostino","candela, eccentrico","﻿anello, spremiagrumi",2,3,1734,250,"candela, eccentrico","﻿anello, spremiagrumi",3,"section 3"
247,"sbj_blind_1","piatto, timone","cucchiaio, cavolo","caramella, documento",2,3,2370,1556,"cucchiaio, cavolo","caramella, documento",3,"section 3"
248,"sbj_blind_1","lavagna, lanterna","cucchiaio, verde","cucchiaio, crostino",3,1,1887,709,"cucchiaio, crostino","lavagna, lanterna",3,"section 3"
249,"sbj_blind_1","blu, posacenere","forchetta, autorità","portafoglio, pidocchio",2,3,2488,314,"forchetta, autorità","portafoglio, pidocchio",3,"section 3"
250,"sbj_blind_1","﻿anello, ciliegio","timone, leone","verde, limone",3,1,2526,1594,"verde, limone","﻿anello, ciliegio",3,"section 3"
251,"sbj_blind_1","mais, sega","﻿anello, pomodoro","lavagna, libreria",3,2,647,1102,"lavagna, libreria","﻿anello, pomodoro",3,"section 3"
252,"sbj_blind_1","equilatero, mappa","spinaci, caramella","blu, caramella",2,1,1124,501,"spinaci, caramella","equilatero, mappa",3,"section 3"
253,"sbj_blind_1","crostino, sega","rana, autorità","pidocchio, autorità",1,3,2821,818,"crostino, sega","pidocchio, autorità",3,"section 3"
254,"sbj_blind_1","cucchiaio, viola","limone, rana","pidocchio, equilibrio",2,3,1159,927,"limone, rana","pidocchio, equilibrio",3,"section 3"
255,"sbj_blind_1","viola, ciliegio","coperta, piatto","timone, cavolo",1,3,2065,572,"viola, ciliegio","timone, cavolo",3,"section 3"
256,"sbj_blind_1","penna, viola","﻿anello, cuscino","﻿anello, lavagna",1,3,2185,554,"penna, viola","﻿anello, lavagna",3,"section 3"
257,"sbj_blind_1","coccodrillo, equilibrio","eccentrico, ciliegio","spremiagrumi, eccentrico",1,2,2261,670,"coccodrillo, equilibrio","eccentrico, ciliegio",3,"section 3"
258,"sbj_blind_1","menta, sega","spinaci, cipolla","sole, damigiana",2,3,2026,813,"spinaci, cipolla","sole, damigiana",3,"section 3"
259,"sbj_blind_1","panchina, bersaglio","cuscino, caramella","coperta, satellite",2,3,2741,520,"cuscino, caramella","coperta, satellite",3,"section 3"
260,"sbj_blind_1","menta, appuntamento","cucchiaio, lanterna","gessetto, timone",1,3,2589,1727,"menta, appuntamento","gessetto, timone",3,"section 3"
261,"sbj_blind_1","limone, cipolla","timone, pidocchio","damigiana, autorità",1,3,1363,671,"limone, cipolla","damigiana, autorità",3,"section 3"
262,"sbj_blind_1","cucchiaio, limone","candela, bersaglio","leone, agenda",1,2,2440,664,"cucchiaio, limone","candela, bersaglio",3,"section 3"
263,"sbj_blind_1","coperta, posacenere","caramella, autostrada","equilatero, autostrada",2,1,2234,283,"caramella, autostrada","coperta, posacenere",3,"section 3"
264,"sbj_blind_1","candela, appuntamento","forchetta, timone","rosa, autostrada",3,1,3123,713,"rosa, autostrada","candela, appuntamento",3,"section 3"
265,"sbj_blind_1","lavagna, equilibrio","portafoglio, damigiana","forchetta, posacenere",2,3,2153,935,"portafoglio, damigiana","forchetta, posacenere",3,"section 3"
266,"sbj_blind_1","ciotola, limone","menta, crostino","portafoglio, documento",3,1,1510,1741,"portafoglio, documento","ciotola, limone",3,"section 3"
267,"sbj_blind_1","limone, damigiana","succo, soglia","posacenere, bidet",1,3,1718,470,"limone, damigiana","posacenere, bidet",3,"section 3"
268,"sbj_blind_1","forchetta, libreria","fiammifero, portafoglio","giallo, damigiana",3,1,898,950,"giallo, damigiana","forchetta, libreria",3,"section 3"
269,"sbj_blind_1","lavagna, ciliegio","sole, libreria","bidet, equilibrio",1,2,4698,1230,"lavagna, ciliegio","sole, libreria",3,"section 3"
270,"sbj_blind_1","timone, crostino","coperta, eccentrico","fiammifero, damigiana",1,3,3460,444,"timone, crostino","fiammifero, damigiana",3,"section 3"
271,"sbj_blind_1","cucchiaio, giallo","rosa, appuntamento","braccialetto, pidocchio",1,3,3669,361,"cucchiaio, giallo","braccialetto, pidocchio",3,"section 3"
272,"sbj_blind_1","cucchiaio, ciliegio","cuscino, satellite","﻿anello, spinaci",2,3,1796,227,"cuscino, satellite","﻿anello, spinaci",3,"section 3"
273,"sbj_blind_1","fiammifero, cassettiera","lattuga, mappa","coperta, equilibrio",2,3,2818,508,"lattuga, mappa","coperta, equilibrio",3,"section 3"
274,"sbj_blind_1","fiammifero, bidet","blu, equilatero","damigiana, bersaglio",2,1,2530,472,"blu, equilatero","fiammifero, bidet",3,"section 3"
275,"sbj_blind_1","mais, panchina","cuscino, soglia","ciotola, fiammifero",3,2,3679,740,"ciotola, fiammifero","cuscino, soglia",3,"section 3"
276,"sbj_blind_1","stuzzicadenti, autostrada","limone, libreria","spremiagrumi, sole",2,3,2679,1069,"limone, libreria","spremiagrumi, sole",3,"section 3"
277,"sbj_blind_1","viola, crostino","﻿anello, candela","lavagna, satellite",2,3,3065,994,"﻿anello, candela","lavagna, satellite",3,"section 3"
278,"sbj_blind_1","timone, autostrada","candela, agenda","timone, menta",2,3,1235,331,"candela, agenda","timone, menta",3,"section 3"
279,"sbj_blind_1","limone, equilatero","succo, mais","succo, damigiana",3,1,818,469,"succo, damigiana","limone, equilatero",3,"section 3"
280,"sbj_blind_1","mais, libreria","equilatero, eccentrico","stuzzicadenti, agenda",2,3,900,603,"equilatero, eccentrico","stuzzicadenti, agenda",3,"section 3"
281,"sbj_blind_1","forchetta, giallo","candela, satellite","piatto, blu",3,2,1876,607,"piatto, blu","candela, satellite",3,"section 3"
282,"sbj_blind_1","spremiagrumi, pomodoro","spremiagrumi, sega","forchetta, coccodrillo",1,3,1584,364,"spremiagrumi, pomodoro","forchetta, coccodrillo",3,"section 3"
283,"sbj_blind_1","rosa, crostino","stuzzicadenti, blu","diario, pomodoro",2,3,1559,1147,"stuzzicadenti, blu","diario, pomodoro",3,"section 3"
284,"sbj_blind_1","cucchiaio, cassettiera","cucchiaio, autorità","fiammifero, limone",1,3,2213,1112,"cucchiaio, cassettiera","fiammifero, limone",3,"section 3"
285,"sbj_blind_1","ciotola, mappa","stuzzicadenti, cassettiera","candela, cassettiera",3,1,2474,558,"candela, cassettiera","ciotola, mappa",3,"section 3"
286,"sbj_blind_1","lattuga, cipolla","diario, cassettiera","verde, equilibrio",1,3,1375,315,"lattuga, cipolla","verde, equilibrio",3,"section 3"
287,"sbj_blind_1","eccentrico, appuntamento","viola, damigiana","lavagna, rana",2,3,1695,744,"viola, damigiana","lavagna, rana",3,"section 3"
288,"sbj_blind_1","leone, cassettiera","posacenere, ciliegio","damigiana, libreria",3,2,4569,817,"damigiana, libreria","posacenere, ciliegio",3,"section 3"
289,"sbj_blind_1","lavagna, caramella","penna, panchina","forchetta, autostrada",2,3,1619,903,"penna, panchina","forchetta, autostrada",3,"section 3"
290,"sbj_blind_1","caramella, equilibrio","gessetto, succo","coperta, portafoglio",2,1,3143,310,"gessetto, succo","caramella, equilibrio",3,"section 3"
291,"sbj_blind_1","penna, autostrada","eccentrico, crostino","fiammifero, cavolo",3,1,4328,312,"fiammifero, cavolo","penna, autostrada",3,"section 3"
292,"sbj_blind_1","forchetta, portafoglio","lavagna, documento","diario, giallo",3,1,1434,782,"diario, giallo","forchetta, portafoglio",3,"section 3"
293,"sbj_blind_1","posacenere, damigiana","leone, satellite","﻿anello, documento",3,2,4843,630,"﻿anello, documento","leone, satellite",3,"section 3"
294,"sbj_blind_1","crostino, soglia","blu, equilibrio","lavagna, timone",1,2,3128,482,"crostino, soglia","blu, equilibrio",3,"section 3"
295,"sbj_blind_1","viola, agenda","caramella, satellite","menta, pidocchio",1,3,3492,891,"viola, agenda","menta, pidocchio",3,"section 3"
296,"sbj_blind_1","agenda, autostrada","stuzzicadenti, menta","coccodrillo, sega",1,3,2340,670,"agenda, autostrada","coccodrillo, sega",3,"section 3"
297,"sbj_blind_1","forchetta, damigiana","cucchiaio, lattuga","lanterna, cassettiera",2,1,1862,1627,"cucchiaio, lattuga","forchetta, damigiana",3,"section 3"
298,"sbj_blind_1","spremiagrumi, ciliegio","braccialetto, forchetta","rosa, autorità",3,3,3166,441,"rosa, autorità","rosa, autorità",3,"section 3"
299,"sbj_blind_1","caramella, appuntamento","lattuga, damigiana","stuzzicadenti, verde",3,1,4801,1135,"stuzzicadenti, verde","caramella, appuntamento",3,"section 3"
300,"sbj_blind_1","lavagna, agenda","piatto, pidocchio","blu, documento",1,2,2149,2092,"lavagna, agenda","piatto, pidocchio",3,"section 3"
301,"sbj_blind_1","spremiagrumi, coccodrillo","rana, caramella","cuscino, autostrada",2,3,2688,611,"rana, caramella","cuscino, autostrada",3,"section 3"
302,"sbj_blind_1","diario, viola","braccialetto, caramella","cucchiaio, eccentrico",1,3,2097,781,"diario, viola","cucchiaio, eccentrico",3,"section 3"
303,"sbj_blind_1","succo, autorità","cavolo, equilatero","blu, bersaglio",3,2,1850,1930,"blu, bersaglio","cavolo, equilatero",3,"section 3"
304,"sbj_blind_1","blu, leone","limone, pomodoro","sole, appuntamento",2,3,1373,826,"limone, pomodoro","sole, appuntamento",3,"section 3"
305,"sbj_blind_1","timone, lattuga","forchetta, pidocchio","cuscino, bersaglio",3,1,3340,420,"cuscino, bersaglio","timone, lattuga",3,"section 3"
306,"sbj_blind_1","giallo, cavolo","candela, damigiana","sole, cassettiera",1,3,631,648,"giallo, cavolo","sole, cassettiera",3,"section 3"
307,"sbj_blind_1","satellite, bersaglio","rana, damigiana","sega, autorità",2,3,3166,290,"rana, damigiana","sega, autorità",3,"section 3"
308,"sbj_blind_1","candela, rosa","lattuga, rana","penna, giallo",1,3,2319,834,"candela, rosa","penna, giallo",3,"section 3"
309,"sbj_blind_1","cavolo, sega","pomodoro, autorità","lanterna, equilibrio",3,2,1666,352,"lanterna, equilibrio","pomodoro, autorità",3,"section 3"
310,"sbj_blind_1","braccialetto, damigiana","damigiana, agenda","﻿anello, equilibrio",3,1,2721,713,"﻿anello, equilibrio","braccialetto, damigiana",3,"section 3"
311,"sbj_blind_1","rana, pidocchio","portafoglio, equilibrio","diario, spremiagrumi",1,3,1533,616,"rana, pidocchio","diario, spremiagrumi",3,"section 3"
312,"sbj_blind_1","blu, pomodoro","pomodoro, mappa","diario, appuntamento",3,1,1250,901,"diario, appuntamento","blu, pomodoro",3,"section 3"
313,"sbj_blind_1","penna, lanterna","bidet, ciliegio","ciotola, pomodoro",3,1,1771,1581,"ciotola, pomodoro","penna, lanterna",3,"section 3"
